"West Bengal: CID today filed supplementary chargesheet in TMC MLA Satyajit Biswas murder case at Ranaghat Court in Nadia district, mentioning BJP Vice President Mukul Roy’s name.

Krishanganj TMC MLA Satyajit Biswas was shot dead during a Saraswati Puja programme in Nadia in Feb"
"During 5th round of talks at Vigyan Bhawan, farmers' representatives asked the Central Govt to give a pointwise written reply of the last meeting, to which the govt has agreed https://t.co/EzZgHcoHTr"
"573 more #COVID19 positive cases reported yesterday in Bihar, taking the total count of active cases in the State to 6,145: Bihar Health Department"
"We will contest on all 234 seats in next Assembly elections. Our politics will be spiritual politics unlike the politics of hatred, currently being practised. We will not slam anybody: Tamilaruvi Manian, political advisor of actor Rajinikanth in Chennai https://t.co/LhMN64w9tb"
Chennai: Tamil Nadu Chief Minister Edappadi K Palaniswami and Dy CM O Panneerselvam attend an event to mark the death anniversary of AIADMK leader &amp; former State CM J Jayalalithaa. https://t.co/8izwSuW0y0
"Tamil Nadu: Rainwater causes flooding in Government Hospital premises in Thoothukudi

""Whenever it rains the hospital entrance gets flooded. Patients &amp; ambulances can't enter from here. The water will drain nearly after 2 or 3 weeks, creating problems for patients,"" says a local https://t.co/5Vd8CdHTFL"
"In order to enhance passenger convenience for Kolkata people, Kolkata Metro has decided to run additional services &amp; extend timings of its services from 7th Dec, Monday. Kolkata Metro Railway will run 204 daily services instead of 190 services from Mon-Sat: Ministry of Railways"
"Nepal: Demonstration held in capital Kathmandu, demanding restoration of monarchy in the country. https://t.co/TFjmKu9U9Z"
Thunderstorm accompanied with lightning likely to occur at one or two places over Kerala and Lakshadweep area  from 5th December to 7th  December: Kerala State Disaster Management Authority
High waves in the range of 1.5-3.2 meters are forecasted till 23:30 hours of 5th Dec along the coast of Kerala from Pozhiyur to Kozhikode. Current speeds vary between 47- 64 cm/sec: Kerala State Disaster Management Authority
"Squally wind speed reaching 35-45 km/hour gusting to 55 km/hour very likely over Lakshadweep-Maldives &amp; Comorin area, southeast Arabian Sea and along &amp; off south Kerala coast on 6th Dec. Fishermen advised not to venture in to sea during above mentioned period: KSDMA https://t.co/BNtwZQUvgD"
"Squally wind speed reaching 35-45 km/hour gusting to 55 km/hour very likely over Lakshadweep-Maldives &amp; Comorin area, southeast Arabian Sea and along &amp; off south 
Kerala coast today: Kerala State Disaster Management Authority"
New Delhi: Fifth round of meeting between farmers' representatives and the Central government begins at Vigyan Bhawan. https://t.co/L4u2LaTi1r
"Telangana reported 596 new #COVID19 cases, 3 deaths and 921 recoveries on 4th December.

Total positive cases in the state rise to 2,72,719 including 1,470 deaths and 2,62,751 recoveries. 

Active cases stand at 8,498 https://t.co/xSYiFDiLon"
"409 new #COVID19 cases and 642 recoveries reported in #Odisha on 4th December.

The total number of positive cases in the state at 3,20,803 till date, including 3,14,665 recovered cases &amp; 4,320 active cases: State Health Department, Govt of Odisha"
Delhi: Union Agriculture Minister Narendra Singh Tomar reaches Vigyan Bhawan to hold talks with agitating farmers. https://t.co/7ETV9H1Ztv
"Haryana: A woman arrested for allegedly thrashing her mother-in-law in Azad Nagar, Hisar. 
 
Rohtash, Azad Nagar Police Station In-Charge says, “The accused woman was arrested after a video surfaced on social media. A case has been registered under relevant sections of IPC."" https://t.co/S132U1t9rA"
PM Narendra Modi to lay foundation and perform 'bhumi pujan' for new Parliament building in New Delhi on December 10: Lok Sabha Speaker Om Birla (file photo) https://t.co/iyuTFonr95
